(64, 64, 0, 0.0001, 53.79464340209961, 0.577003121748179)

(64, 64, 0, 0.0005, 58.25893020629883, 0.6084157127991675)

(64, 64, 0, 0.001, 54.91071701049805, 0.5911485431841832)

(64, 64, 0, 0.005, 51.33928680419922, 0.5582970213319458)

(64, 64, 0.4, 0.0001, 56.250003814697266, 0.5697840790842872)

(64, 64, 0.4, 0.0005, 55.80357360839844, 0.5776453563995838)

(64, 64, 0.4, 0.001, 57.36607360839844, 0.5924167533818938)

(64, 64, 0.4, 0.005, 51.33928680419922, 0.5720928720083247)

(64, 64, 0.6, 0.0001, 56.02678680419922, 0.5890348595213319)

(64, 64, 0.6, 0.0005, 56.69643020629883, 0.5985545655567117)

(64, 64, 0.6, 0.001, 57.142860412597656, 0.5978635535900104)

(64, 64, 0.6, 0.005, 51.562503814697266, 0.5299817898022893)

(64, 128, 0, 0.0001, 55.357147216796875, 0.5843847554630592)

(64, 128, 0, 0.0005, 58.482147216796875, 0.6395356399583768)

(64, 128, 0, 0.001, 61.607147216796875, 0.6505511836628511)

(64, 128, 0, 0.005, 51.33928680419922, 0.5509966831425599)

(64, 128, 0.4, 0.0001, 56.919647216796875, 0.5903518470343393)

(64, 128, 0.4, 0.0005, 59.15178680419922, 0.5948231009365245)

(64, 128, 0.4, 0.001, 57.58928680419922, 0.6053102237252862)

(64, 128, 0.4, 0.005, 51.33928680419922, 0.574417924037461)

(64, 128, 0.6, 0.0001, 53.79464340209961, 0.5656705254942768)

(64, 128, 0.6, 0.0005, 60.267860412597656, 0.6240244536940687)

(64, 128, 0.6, 0.001, 58.92857360839844, 0.5896039281997919)

(64, 128, 0.6, 0.005, 52.455360412597656, 0.5349895941727367)

(64, 256, 0, 0.0001, 51.562503814697266, 0.5947418054110302)

(64, 256, 0, 0.0005, 59.59821701049805, 0.6243658949011446)

(64, 256, 0, 0.001, 57.58928680419922, 0.6278209547346514)

(64, 256, 0, 0.005, 60.267860412597656, 0.6141714360041624)

(64, 256, 0.4, 0.0001, 55.13393020629883, 0.5725969042663892)

(64, 256, 0.4, 0.0005, 55.357147216796875, 0.6183337669094693)

(64, 256, 0.4, 0.001, 56.47321701049805, 0.6030664672216441)

(64, 256, 0.4, 0.005, 54.46428680419922, 0.5608903485952133)

(64, 256, 0.6, 0.0001, 55.13393020629883, 0.5825962539021852)

(64, 256, 0.6, 0.0005, 57.812503814697266, 0.605993106139438)

(64, 256, 0.6, 0.001, 56.47321701049805, 0.6127243756503642)

(64, 256, 0.6, 0.005, 51.33928680419922, 0.5448751300728407)

(64, 512, 0, 0.0001, 55.580360412597656, 0.6058955515088449)

(64, 512, 0, 0.0005, 60.044647216796875, 0.6277965660770031)

(64, 512, 0, 0.001, 61.38393020629883, 0.6542338709677421)

(64, 512, 0, 0.005, 51.33928680419922, 0.5356968652445369)

(64, 512, 0.4, 0.0001, 53.34821701049805, 0.5931402835587929)

(64, 512, 0.4, 0.0005, 59.15178680419922, 0.6331620707596254)

(64, 512, 0.4, 0.001, 54.91071701049805, 0.6099603277835588)

(64, 512, 0.4, 0.005, 51.33928680419922, 0.5476066597294486)

(64, 512, 0.6, 0.0001, 55.357147216796875, 0.5788241415192508)

(64, 512, 0.6, 0.0005, 60.71428680419922, 0.6222847294484912)

(64, 512, 0.6, 0.001, 58.03571701049805, 0.6141063995837669)

(64, 512, 0.6, 0.005, 51.33928680419922, 0.5438020291363164)

(128, 64, 0, 0.0001, 55.580360412597656, 0.5964002341311134)

(128, 64, 0, 0.0005, 58.03571701049805, 0.6529981789802289)

(128, 64, 0, 0.001, 56.250003814697266, 0.6133828694068678)

(128, 64, 0, 0.005, 54.46428680419922, 0.5471839229968782)

(128, 64, 0.4, 0.0001, 56.47321701049805, 0.5976521852237252)

(128, 64, 0.4, 0.0005, 55.13393020629883, 0.6094644250780438)

(128, 64, 0.4, 0.001, 55.357147216796875, 0.5802712018730489)

(128, 64, 0.4, 0.005, 51.33928680419922, 0.563963319458897)

(128, 64, 0.6, 0.0001, 56.02678680419922, 0.6092124089490114)

(128, 64, 0.6, 0.0005, 58.705360412597656, 0.6178947710718001)

(128, 64, 0.6, 0.001, 57.812503814697266, 0.6066109521331946)

(128, 64, 0.6, 0.005, 51.33928680419922, 0.5785152185223725)

(128, 128, 0, 0.0001, 55.357147216796875, 0.5828238813735691)

(128, 128, 0, 0.0005, 60.937503814697266, 0.6553069719042665)

(128, 128, 0, 0.001, 61.16071701049805, 0.64275494276795)

(128, 128, 0, 0.005, 54.687503814697266, 0.5385747268470343)

(128, 128, 0.4, 0.0001, 56.02678680419922, 0.6252601456815816)

(128, 128, 0.4, 0.0005, 58.03571701049805, 0.628479448491155)

(128, 128, 0.4, 0.001, 56.02678680419922, 0.6069686524453695)

(128, 128, 0.4, 0.005, 51.33928680419922, 0.5791737122788762)

(128, 128, 0.6, 0.0001, 55.357147216796875, 0.5971806711758585)

(128, 128, 0.6, 0.0005, 55.357147216796875, 0.5959449791883454)

(128, 128, 0.6, 0.001, 59.82143020629883, 0.6009202653485952)

(128, 128, 0.6, 0.005, 51.33928680419922, 0.5289574661810614)

(128, 256, 0, 0.0001, 59.15178680419922, 0.5952133194588969)

(128, 256, 0, 0.0005, 59.59821701049805, 0.6367228147762747)

(128, 256, 0, 0.001, 61.38393020629883, 0.6642657388137357)

(128, 256, 0, 0.005, 51.33928680419922, 0.5497203433922997)

(128, 256, 0.4, 0.0001, 56.250003814697266, 0.5917663891779397)

(128, 256, 0.4, 0.0005, 57.58928680419922, 0.6149356139438086)

(128, 256, 0.4, 0.001, 58.03571701049805, 0.6063995837669095)

(128, 256, 0.4, 0.005, 51.33928680419922, 0.5651827523413111)

(128, 256, 0.6, 0.0001, 56.02678680419922, 0.6101229188345473)

(128, 256, 0.6, 0.0005, 59.15178680419922, 0.6172931841831426)

(128, 256, 0.6, 0.001, 57.58928680419922, 0.5950019510926119)

(128, 256, 0.6, 0.005, 51.33928680419922, 0.5753934703433924)

(128, 512, 0, 0.0001, 55.580360412597656, 0.5815068938605619)

(128, 512, 0, 0.0005, 58.25893020629883, 0.6388527575442249)

(128, 512, 0, 0.001, 60.937503814697266, 0.646535184703434)

(128, 512, 0, 0.005, 51.33928680419922, 0.5563296696149844)

(128, 512, 0.4, 0.0001, 57.142860412597656, 0.6059443288241415)

(128, 512, 0.4, 0.0005, 57.58928680419922, 0.6114724245577523)

(128, 512, 0.4, 0.001, 56.919647216796875, 0.6119927159209158)

(128, 512, 0.4, 0.005, 51.33928680419922, 0.5380381763787722)

(128, 512, 0.6, 0.0001, 54.687503814697266, 0.5796045785639958)

(128, 512, 0.6, 0.0005, 57.142860412597656, 0.6105619146722163)

(128, 512, 0.6, 0.001, 59.15178680419922, 0.6181061394380853)

(128, 512, 0.6, 0.005, 51.33928680419922, 0.5951645421436004)

(256, 64, 0, 0.0001, 58.25893020629883, 0.6020421436004163)

(256, 64, 0, 0.0005, 59.15178680419922, 0.6336823621227887)

(256, 64, 0, 0.001, 59.15178680419922, 0.6322515608740895)

(256, 64, 0, 0.005, 51.33928680419922, 0.5423712278876172)

(256, 64, 0.4, 0.0001, 57.812503814697266, 0.596562825182102)

(256, 64, 0.4, 0.0005, 56.919647216796875, 0.6201385275754423)

(256, 64, 0.4, 0.001, 57.142860412597656, 0.5966928980228928)

(256, 64, 0.4, 0.005, 51.33928680419922, 0.5813036550468262)

(256, 64, 0.6, 0.0001, 56.919647216796875, 0.5992943548387097)

(256, 64, 0.6, 0.0005, 56.47321701049805, 0.5920753121748179)

(256, 64, 0.6, 0.001, 60.044647216796875, 0.6215530697190427)

(256, 64, 0.6, 0.005, 51.33928680419922, 0.5542810223725286)

(256, 128, 0, 0.0001, 56.02678680419922, 0.6004650104058272)

(256, 128, 0, 0.0005, 59.375003814697266, 0.6491447710718002)

(256, 128, 0, 0.001, 61.16071701049805, 0.6588026795005202)

(256, 128, 0, 0.005, 51.33928680419922, 0.5513299947970863)

(256, 128, 0.4, 0.0001, 53.34821701049805, 0.6163664151925079)

(256, 128, 0.4, 0.0005, 59.82143020629883, 0.6360724505723204)

(256, 128, 0.4, 0.001, 56.47321701049805, 0.638706425598335)

(256, 128, 0.4, 0.005, 51.33928680419922, 0.5281770291363164)

(256, 128, 0.6, 0.0001, 53.34821701049805, 0.5916037981269511)

(256, 128, 0.6, 0.0005, 55.357147216796875, 0.6020096253902185)

(256, 128, 0.6, 0.001, 55.80357360839844, 0.5867098074921956)

(256, 128, 0.6, 0.005, 51.33928680419922, 0.5557199531737773)

(256, 256, 0, 0.0001, 57.142860412597656, 0.6089522632674298)

(256, 256, 0, 0.0005, 61.38393020629883, 0.6519413371488033)

(256, 256, 0, 0.001, 59.59821701049805, 0.6290322580645161)

(256, 256, 0, 0.005, 51.33928680419922, 0.5457124739854318)

(256, 256, 0.4, 0.0001, 55.580360412597656, 0.6128138007284081)

(256, 256, 0.4, 0.0005, 59.375003814697266, 0.6428606269510926)

(256, 256, 0.4, 0.001, 59.15178680419922, 0.5950669875130072)

(256, 256, 0.4, 0.005, 51.33928680419922, 0.5475091050988553)

(256, 256, 0.6, 0.0001, 57.142860412597656, 0.6012129292403746)

(256, 256, 0.6, 0.0005, 57.58928680419922, 0.6144478407908429)

(256, 256, 0.6, 0.001, 59.15178680419922, 0.6332596253902185)

(256, 256, 0.6, 0.005, 51.33928680419922, 0.547427809573361)

(256, 512, 0, 0.0001, 56.919647216796875, 0.6113098335067638)

(256, 512, 0, 0.0005, 58.705360412597656, 0.6155697190426639)

(256, 512, 0, 0.001, 58.92857360839844, 0.6246179110301768)

(256, 512, 0, 0.005, 51.33928680419922, 0.5435337539021852)

(256, 512, 0.4, 0.0001, 56.02678680419922, 0.6118463839750261)

(256, 512, 0.4, 0.0005, 61.607147216796875, 0.6307882414151926)

(256, 512, 0.4, 0.001, 58.92857360839844, 0.6288534079084287)

(256, 512, 0.4, 0.005, 51.33928680419922, 0.5496553069719043)

(256, 512, 0.6, 0.0001, 54.91071701049805, 0.6082206035379812)

(256, 512, 0.6, 0.0005, 58.03571701049805, 0.6206344302809573)

(256, 512, 0.6, 0.001, 59.15178680419922, 0.6007576742976066)

(256, 512, 0.6, 0.005, 51.33928680419922, 0.5432248309053069)

(512, 64, 0, 0.0001, 56.02678680419922, 0.6042127341311134)

(512, 64, 0, 0.0005, 58.705360412597656, 0.6297801768990635)

(512, 64, 0, 0.001, 57.58928680419922, 0.6315849375650364)

(512, 64, 0, 0.005, 51.33928680419922, 0.5718083376690948)

(512, 64, 0.4, 0.0001, 57.36607360839844, 0.6087246357960459)

(512, 64, 0.4, 0.0005, 60.937503814697266, 0.6388039802289283)

